Name,No,Date,Pitch_Type,Is_Strike,Strike_Zone_Side,Strike_Zone_Height,球速,回転数,True_Spin_release,回転効率,Spin_Direction,Spin_Confidence,VB_trajectory,HB_trajectory,VB_spin,HB_spin,Horizontal_Angle,Release_Angle,Release_Height,Release_Side,Release_Extension_ft,Gyro_Degree_deg,,,,,,,,,,,,,,,,,,,,,,
松田,39,2025/4/9,Fastball,N,4.52,152.86,141.14,2498.02,2301.9,92.15,10:44,0.9,57.2,-27.3,,,41.2,-31.5,3.37,1,1.59,-0.62,2.1127338,-22.86,1091449@1744167029,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,40,2025/4/9,Fastball,N,50.62,148.18,137.74,2407.16,2058.2,85.5,10:26,0.8,58.3,-27.2,,,33.2,-34.4,4.87,0.78,1.59,-0.57,2.128088,-31.24,1091449@1744166999,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,41,2025/4/9,Fastball,N,36.02,126.34,139.34,2386.55,2212.4,92.7,10:40,1,46.8,-34.5,,,39.3,-32.2,4.6,0.52,1.58,-0.56,0,-22.02,1091449@1744166983,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,42,2025/4/9,Fastball,N,5.96,123.29,140.15,2384.62,2030.1,85.13,10:26,0.8,72,-31.9,,,33.1,-34.1,3.66,-0.56,1.6,-0.64,2.0543957,-31.64,1091449@1744166966,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,43,2025/4/9,Fastball,N,5.29,150.59,138.19,2432.11,2266.1,93.17,10:42,0.9,56.1,-36.9,,,40.2,-31.9,3.74,0.96,1.6,-0.61,0,-21.29,1091449@1744166923,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,44,2025/4/9,Fastball,N,19.83,127.92,140.44,2472.68,1819.3,73.58,10:44,0.9,29.2,-22.7,,,32.9,-24.8,3.86,1.25,1.57,-0.65,2.0662403,-42.63,1091449@1744166907,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,45,2025/4/9,Fastball,N,10.96,145.72,133.68,2421.07,2036.9,84.13,10:26,0.9,22.6,-33.2,,,32.3,-33.5,3.77,2.02,1.68,-0.6,0,-32.72,1091449@1744166879,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,46,2025/4/9,Fastball,N,38.55,149.71,135.69,2432.73,2095.3,86.13,10:30,0.8,76.2,-32.5,,,34.7,-33.1,4.74,0.01,1.69,-0.6,0,-30.54,1091449@1744166865,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,47,2025/4/9,ChangeUp,N,1.58,151.57,100.34,1725.29,1559.3,90.38,11:00,0.9,56.5,-25.3,,,43.1,-23.5,2.4,3.59,1.71,-0.35,0,-25.34,1091449@1744166845,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,1,2025/3/7,Fastball,Y,-17.61,74.86,131.87,2380.4,1951.4,81.98,11:02,0.8,46.6,-37.8,,,40.3,-20.9,2.48,-0.35,1.53,-0.52,0,-34.94,1091449@1741315105,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,2,2025/3/7,CurveBall,N,-22.15,10.58,101.6,2028.98,1198.2,59.05,5:08,0.7,-47.2,54.2,,,-33.7,20.8,-1.01,3.47,1.46,-0.47,1.4492016,-53.81,1091449@1741315085,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,3,2025/3/7,Fastball,Y,2.37,76.88,134.02,2365.96,1930.6,81.6,11:02,0.9,49.5,-19.4,,,39.5,-21.2,2.58,-0.42,1.5,-0.53,0,-35.32,1091449@1741315007,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,4,2025/3/7,Fastball,N,34.5,-0.69,134.9,2391.3,2157.9,90.24,10:44,0.9,41.6,-25.6,,,44.5,-34.1,3.77,-2.8,1.48,-0.49,1.3768787,-25.52,1091449@1741314967,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,5,2025/3/7,Slider,N,38.78,38.21,112.51,2289.43,968.6,42.31,4:24,0.8,3.4,46,,,-16.1,21.5,1.69,1.64,1.44,-0.56,0,-64.97,1091449@1741314914,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,6,2025/3/7,ChangeUp,N,69.74,11.37,112.92,2351.45,2086.3,88.73,9:10,0.5,-15.4,24.9,,,2.8,-54,3.46,1.29,1.46,-0.57,0,27.47,1091449@1741314893,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,7,2025/3/7,ChangeUp,N,-32.39,68.48,123.63,2231.28,2011.5,90.15,11:02,0.9,37.9,-36.7,,,49.1,-26.2,2.11,0.1,1.52,-0.57,1.4554272,-25.65,1091449@1741314837,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,8,2025/3/7,Fastball,Y,-9.49,46.26,135.51,2423.46,2214.2,91.36,10:48,0.8,40.8,-24,,,41.3,-29.2,2.38,-1.41,1.51,-0.55,0,-23.99,1091449@1741314783,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,9,2025/3/7,Fastball,Y,-6.33,48.33,132.68,2320.56,1908.7,82.25,11:04,0.8,47.9,-41,,,40.4,-20.8,3.02,-1.23,1.53,-0.54,0,-34.66,1091449@1741314758,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,10,2025/3/7,Fastball,N,61.26,66.36,134.61,2382.3,1983.8,83.27,11:06,0.9,61.9,-22.2,,,41.8,-20.1,4.62,-1.15,1.52,-0.52,0,-33.62,1091449@1741314734,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,11,2025/3/7,Slider,N,63.74,4.18,113.02,2264.84,509.9,22.52,5:46,0.6,-18.6,44.8,,,-12.8,4.8,2.54,1.08,1.46,-0.55,0,-76.99,1091449@1741314710,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,12,2025/3/7,ChangeUp,Y,-10.96,59.17,130.2,2390.08,2136.8,89.4,11:02,0.8,22.9,-33.2,,,48.7,-26.1,2.6,-0.06,1.5,-0.53,1.5125294,-26.62,1091449@1741314682,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,13,2025/3/7,Slider,N,-1.72,117.15,107.86,2090.85,849,40.6,4:38,0.7,19,46.9,,,-17.5,18.7,0.25,4.03,1.48,-0.56,0,-66.04,1091449@1741314664,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,14,2025/3/7,Slider,N,31.94,46.23,109.24,2136.69,875.4,40.97,4:38,0.8,-6,44.7,,,-17.4,18.8,1.4,2.49,1.46,-0.54,0,-65.81,1091449@1741314645,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,15,2025/3/7,Slider,N,42.49,78.02,110.4,2274.77,759.1,33.37,4:14,0.8,-5.4,44.7,,,-12.8,21,1.83,3.34,1.47,-0.55,1.4416771,-70.51,1091449@1741314579,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,16,2025/3/7,ChangeUp,N,30.47,70.09,122.33,733.82,666,90.76,10:56,0.8,48,-22,,,26.8,-15.7,3.76,-0.26,1.52,-0.56,1.4524441,-24.82,1091449@1741314551,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,17,2025/3/7,ChangeUp,N,7.44,35.5,130.49,2381.71,2111.5,88.66,11:04,0.8,55.8,-42.8,,,44.5,-23,3.44,-1.99,1.55,-0.5,0,-27.56,1091449@1741314502,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,18,2025/3/7,ChangeUp,N,45.64,81.38,114.33,1298.05,430.4,33.16,7:42,0.5,-11.3,54.2,,,-11.3,-14.4,1.57,3.23,1.49,-0.54,0,70.63,1091449@1741314486,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,19,2025/3/7,CurveBall,N,59.19,10.46,106.52,2097.25,1044.3,49.79,5:42,0.6,-10.2,58.2,,,-28.8,7.8,1.63,1.5,1.49,-0.47,0,-60.14,1091449@1741314470,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,20,2025/3/7,Fastball,N,44.78,57.27,135.91,2463.47,2194.8,89.09,11:08,0.8,41.7,-39.2,,,50.4,-24,4.45,-0.88,1.49,-0.45,1.4143028,-27.01,1091449@1741314455,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,21,2025/3/7,Slider,Y,3.88,62.5,108.07,2076.48,879.8,42.37,4:40,0.7,-38,61.5,,,-20,21.1,-0.15,4.65,1.41,-0.53,1.469984,-64.93,1091449@1741312821,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,22,2025/3/7,Slider,N,33.02,128.5,109.52,2298.65,772.9,33.62,4:30,0.8,7.6,44.4,,,-13.7,17.5,1.5,4.83,1.45,-0.55,0,-70.35,1091449@1741312804,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,23,2025/3/7,Fastball,N,88.81,107.75,132.85,2291.4,1750.8,76.41,10:44,0.8,75.2,-15.9,,,33.3,-24.6,5.17,-0.36,1.57,-0.47,0,-40.17,1091449@1741312764,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,24,2025/3/7,Fastball,N,39.94,65.92,135.86,2304.59,2135.2,92.65,11:10,0.9,54.2,-34.3,,,51.5,-23.4,4.32,-1.17,1.55,-0.51,1.3900146,-22.11,1091449@1741312748,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,25,2025/3/7,Fastball,Y,-15.77,72.37,136.7,2363.52,1903.9,80.55,11:04,0.9,43.9,-23.3,,,43.3,-22.3,2,-0.74,1.55,-0.5,1.4782772,-36.34,1091449@1741312671,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,26,2025/3/7,Fastball,Y,-14.7,60.58,130.98,2227.68,1997.8,89.68,11:04,0.8,28.2,-30.3,,,47.9,-24.9,2.38,-0.17,1.54,-0.53,1.4298782,-26.26,1091449@1741312644,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,27,2025/3/7,Fastball,Y,-11.59,65.52,133.26,2386.65,2087.3,87.46,11:10,0.9,47.3,-23.3,,,49.3,-21.5,2.12,-0.77,1.53,-0.5,1.4281864,-29.01,1091449@1741312607,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,28,2025/3/7,Fastball,N,-68.15,67.72,134.77,2401.15,2379.4,99.09,10:50,0.9,54.8,-24,,,45.6,-30.9,0.17,-1.08,1.56,-0.49,0,-7.72,1091449@1741312578,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,29,2025/3/7,Fastball,Y,14.5,51.72,137.54,2549.85,2374,93.1,11:44,0.8,81.7,-29.8,,,58.5,-7.1,3.17,-2.81,1.56,-0.47,1.4565372,-21.4,1091449@1741312535,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,30,2025/3/7,Fastball,N,-15.39,118.75,135.79,2464.12,2242.3,91,11:06,0.9,67,-32.5,,,45.4,-22.7,2.34,0.11,1.57,-0.51,0,-24.5,1091449@1741312517,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,31,2025/3/7,Slider,N,7.04,31.44,110.97,2237.49,722.1,32.27,4:24,0.9,-20.9,23,,,-13.8,19.2,1.35,2.07,1.5,-0.55,1.4996338,-71.17,1091449@1741312464,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,32,2025/3/7,ChangeUp,Y,-5.76,72.57,129.92,2311.43,2043.5,88.41,11:04,1,53.2,-23.4,,,48.2,-24.8,2.42,-0.73,1.56,-0.52,1.4649944,-27.86,1091449@1741312331,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,33,2025/3/7,ChangeUp,Y,-9.06,76.06,129.95,2271.26,1869.2,82.3,11:06,0.8,53.3,-40,,,40.5,-19.9,2.96,-0.5,1.55,-0.55,0,-34.61,1091449@1741312300,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,34,2025/3/7,Fastball,Y,4.95,90.43,136.71,2402.66,2148.5,89.42,11:06,0.9,67.5,-36.6,,,44.5,-22,3.11,-0.95,1.59,-0.5,0,-26.59,1091449@1741312252,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,35,2025/3/7,Slider,N,43.56,-4.28,112.55,2319.04,609.6,26.29,5:18,0.8,-32.7,18.2,,,-16.2,10,2.74,1.1,1.47,-0.54,1.4499912,-74.76,1091449@1741312222,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,36,2025/3/7,Fastball,Y,-19.48,66.18,135.01,2397.03,2177.3,90.83,11:04,0.9,77.9,-24.9,,,45,-23.2,1.84,-1.95,1.59,-0.49,0,-24.73,1091449@1741312193,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,37,2025/3/7,Fastball,Y,-15.1,87.48,134.01,2313.28,2150.2,92.95,11:12,0.9,68.9,-34.3,,,47.3,-19.7,2.26,-0.85,1.57,-0.47,0,-21.64,1091449@1741312169,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,38,2025/3/7,Fastball,Y,-9.57,101.24,136.64,2374.18,2140,90.14,11:02,0.8,86,-38.6,,,44,-23.4,2.75,-1.19,1.61,-0.52,0,-25.66,1091449@1741312107,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,39,2025/3/7,Fastball,Y,17.8,105.26,134.44,2398.74,1967.4,82.02,11:04,0.9,79.3,-25.9,,,40.9,-20.3,3.16,-0.69,1.61,-0.5,0,-34.9,1091449@1741312088,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,40,2025/3/7,Slider,N,36.33,47.61,106.43,2106.01,1112.4,52.82,5:02,0.8,-20.7,26.8,,,-26.5,18.1,1.95,3.14,1.51,-0.48,0,-58.12,1091449@1741312074,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,41,2025/3/7,Slider,N,57.86,26.7,113.77,2268.14,843.4,37.19,5:30,0.8,-17.4,17.8,,,-20.7,8.5,3.14,1.71,1.47,-0.51,0,-68.17,1091449@1741312059,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,1,2025/2/20,Cutter,N,-1.6,125.69,132.26,2493.2,1375.7,55.18,10:54,0.7,88.8,-2.4,,,28.8,-16.8,1.63,-0.34,1.54,-0.46,1.5345726,-56.51,1091449@1740010796,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,2,2025/2/20,Cutter,N,7.35,34.3,133.14,2426.61,1432.1,59.02,11:26,0.9,43.2,2,,,32.2,-8.4,1.81,-1.98,1.46,-0.45,0,-53.83,1091449@1740010721,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,3,2025/2/20,Fastball,N,58.72,58.6,133.29,2518.44,1678.5,66.65,11:26,0.9,50.7,-15.6,,,38.8,-10.2,4.39,-1.18,1.47,-0.49,1.878273,-48.21,1091449@1740010694,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,4,2025/2/20,Slider,N,35.26,148.22,134.71,1776.56,1584.3,89.18,1:26,0.6,0,0,,,34.3,32.1,2.75,-0.07,1.54,-0.45,1.5428524,26.9,1091449@1740010654,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,5,2025/2/20,Slider,Y,14.17,51.78,115.69,2290.57,604.1,26.38,4:06,0.7,16.6,48.6,,,-8.3,16.5,0.52,1,1.43,-0.49,1.9048595,-74.71,1091449@1740010617,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,6,2025/2/20,Slider,Y,-14.98,94.48,114.94,2382.27,501.7,21.06,3:44,0.7,38.3,24.6,,,-4.7,15.8,0.54,1.79,1.45,-0.55,1.5978527,-77.84,1091449@1740010594,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,7,2025/2/20,Slider,Y,-7.73,88.12,115.31,2256.07,691.3,30.64,3:14,0.8,24.2,42.2,,,-1.9,21.5,0.09,2.2,1.42,-0.52,1.8190517,-72.16,1091449@1740010576,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,8,2025/2/20,Slider,Y,-24.9,50.1,105.31,2273.73,1073.1,47.2,4:28,0.7,-33.1,62.5,,,-19.9,25.2,-1.45,4.09,1.43,-0.47,1.8955479,-61.84,1091449@1740010529,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,9,2025/2/20,Cutter,Y,9.6,73.58,136.39,1501.14,1134.3,75.56,0:20,0.8,52.3,-8.2,,,35,5.7,2.21,-0.98,1.48,-0.44,1.845192,40.92,1091449@1740010479,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,10,2025/2/20,Fastball,N,68.27,46.72,133.73,2443.56,1613.8,66.04,11:26,0.9,52.4,-16.2,,,38,-10.4,4.53,-1.88,1.5,-0.43,1.8617687,-48.67,1091449@1740010442,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,11,2025/2/20,Cutter,N,53.21,71.31,136.99,2455.71,1539,62.67,11:34,0.8,70.6,-5.6,,,37.7,-7.5,3.68,-1.84,1.54,-0.47,1.5847054,-51.19,1091449@1740010418,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,12,2025/2/20,Fastball,N,28.95,61.45,137.08,2416.17,2102.3,87.01,11:12,0.9,60.6,-8.4,,,47.3,-19.8,2.85,-1.74,1.51,-0.43,1.8012924,-29.53,1091449@1740010396,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,13,2025/2/20,Cutter,Y,18.48,96.98,137.58,2840.74,2001.3,70.45,11:52,0.8,73.5,-13.2,,,45.1,-2.2,2.95,-1.03,1.53,-0.53,1.6639671,-45.21,1091449@1740010378,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,14,2025/2/20,Fastball,Y,4.8,63.06,132.52,960.98,949.3,98.79,11:46,0.8,73.3,-12,,,37.3,-4.5,2.29,-1.93,1.52,-0.48,1.7625961,8.92,1091449@1740010356,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,15,2025/2/20,Slider,Y,17.88,57.42,101.75,1009.99,1005.3,99.54,1:40,0.7,-25.2,32.7,,,27.6,33.9,1.24,4.06,1.44,-0.5,1.885479,5.53,1091449@1740010334,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,16,2025/2/20,Fastball,N,47.14,99.72,134.16,1119.13,967.5,86.45,0:00,0.8,66.5,-3.4,,,34.5,-0.3,3.5,-0.64,1.52,-0.47,1.975153,30.17,1091449@1740010316,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,17,2025/2/20,Fastball,N,28.15,33.08,134.52,2361.86,1947.8,82.47,11:06,0.8,13.4,-17.1,,,41.2,-19.8,3.28,-1.05,1.45,-0.45,0,-34.44,1091449@1740010295,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,18,2025/2/20,Fastball,N,15.9,28.72,136.63,430.9,396.3,91.97,0:04,0.7,-8.6,-22.8,,,18,1,3.13,-0.4,1.41,-0.46,0,-23.12,1091449@1740010276,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,19,2025/2/20,Fastball,Y,22.44,70.07,134.52,2304.17,2066.3,89.68,11:48,0.7,8.7,-23.5,,,49.1,-4.6,3.3,0.64,1.44,-0.45,0,-26.26,1091449@1740010235,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,20,2025/2/20,Fastball,N,38.72,58.03,133.67,2491.39,2284.1,91.68,11:18,0.9,52.3,-9.5,,,51.1,-19.1,3.33,-1.28,1.47,-0.45,1.9225693,-23.54,1091449@1740010214,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,21,2025/2/20,Fastball,N,31.13,50.38,132.95,2254.33,2009.6,89.14,11:12,0.9,71.4,-17.6,,,48.8,-20.8,3.59,-2.24,1.51,-0.53,1.6892605,-26.95,1091449@1740010198,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,22,2025/2/20,ChangeUp,N,-44.81,52.16,114.86,1941.59,1763.6,90.84,10:16,0.8,54.2,-24.3,,,33.3,-42,1.1,-0.33,1.46,-0.52,1.8425579,24.72,1091449@1740010154,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,23,2025/2/20,Fastball,N,22.56,120.43,132.49,2327.72,1722.2,73.98,11:22,0.8,74.9,-2,,,42.2,-13.4,2.59,0.03,1.53,-0.5,1.6425915,-42.28,1091449@1740010135,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,24,2025/2/20,Slider,N,-28.71,94.97,111.17,756.79,577.7,76.34,1:10,0.7,-18.7,33.6,,,22.3,16.9,-0.28,4.47,1.44,-0.55,1.8045807,-40.24,1091449@1740010094,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,25,2025/2/20,Slider,N,-43.76,89.83,108.22,2068.65,772.8,37.36,4:30,0.9,0.7,33.5,,,-15.5,19.4,-0.71,3.81,1.43,-0.57,1.8559761,-68.06,1091449@1740010077,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,26,2025/2/20,Fastball,N,26.78,79.83,131.95,2375.23,1790,75.36,11:34,0.8,14.5,-9.9,,,42.9,-8.6,3.03,1.11,1.42,-0.48,1.9332523,-41.1,1091449@1740010060,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,27,2025/2/20,Cutter,N,52.52,60.19,133.06,2418.39,1619.8,66.98,11:34,0.7,35.7,-51.8,,,38.5,-7.1,5.5,-0.77,1.51,-0.5,1.9502258,-47.95,1091449@1740010043,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,28,2025/2/20,CurveBall,Y,-12,89.05,100.77,2064.97,1371.8,66.43,4:32,0.9,-10.1,42.5,,,-29.8,32.2,-0.12,5.25,1.46,-0.51,1.7364407,-48.37,1091449@1740010026,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,29,2025/2/20,Slider,Y,3.93,75.63,131.56,2294.6,2103,91.65,1:24,0.7,67.7,-2.9,,,39.2,35.1,1.91,-1.36,1.53,-0.47,1.8754253,23.58,1091449@1740010008,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,30,2025/2/20,Fastball,Y,-8.7,60.32,130.84,689.93,601,87.1,11:12,0.9,41.5,-5.2,,,23.4,-9.6,1.68,-0.92,1.49,-0.5,2.0767326,-29.42,1091449@1740009991,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,31,2025/2/20,Slider,N,15.55,24.75,112.54,3031.22,235.5,7.77,3:42,0.7,2.1,40.7,,,-1.8,0.9,0.95,0.95,1.42,-0.52,1.8360691,85.54,1091449@1740009973,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,32,2025/2/20,ChangeUp,N,34.63,60.94,116.69,620.73,584.9,94.23,11:30,0.8,38.6,22.1,,,27.6,-6.8,2.37,0.25,1.46,-0.54,1.8625259,-19.55,1091449@1740009924,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,33,2025/2/20,Slider,N,29.57,-6.29,117.23,2320.68,394.5,17,10:08,0.7,-28.8,4.7,,,5.6,-5.5,2.84,0.35,1.38,-0.52,0,-80.21,1091449@1740009907,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,34,2025/2/20,ChangeUp,N,-30.37,73.57,116.72,954.79,939.5,98.4,11:56,0.8,17.6,8.1,,,40,-1.6,0.73,1.75,1.45,-0.59,1.714962,10.26,1091449@1740009848,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,35,2025/2/20,CurveBall,N,38.18,26.23,110.5,1182.16,1164.1,98.47,6:02,0.5,-19.4,49.1,,,-44.4,-0.5,1.52,1.92,1.41,-0.53,2.0389194,-10.02,1091449@1740009832,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,36,2025/2/20,Slider,Y,-16.14,75.26,101.26,2039.23,731.5,35.87,4:44,0.7,-2.5,53.5,,,-17.1,17.8,-0.8,3.97,1.46,-0.47,1.7724056,-68.98,1091449@1740009779,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,37,2025/2/20,Cutter,N,51.59,78,132.7,952.44,859.9,90.28,0:30,0.8,68.6,-7.4,,,32.6,8.3,3.85,-1.32,1.53,-0.5,1.7487679,25.47,1091449@1740009757,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,38,2025/2/20,Fastball,N,55.93,91.68,134.07,2363.63,1882,79.62,11:16,0.8,77.1,-5.4,,,43.9,-16.6,3.84,-1.31,1.57,-0.48,1.7244968,-37.23,1091449@1740009740,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,39,2025/2/20,Cutter,N,43.63,67.06,132.91,680.02,672,98.82,0:20,0.7,57.8,-19.8,,,28.5,4.9,3.88,-1.46,1.53,-0.45,1.9307232,8.82,1091449@1740009720,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,40,2025/2/20,CurveBall,Y,1.29,62.1,111.82,679.57,678.7,99.88,5:34,0.6,-30.8,39.8,,,-32.1,7.4,0.4,3.91,1.37,-0.5,1.8194714,-2.82,1091449@1740009705,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,41,2025/2/20,Slider,N,-2.29,39.06,112.06,2065.43,1872.8,90.67,1:56,0.7,-14.4,51.7,,,28.6,46.9,-0.14,2.18,1.41,-0.5,1.8531208,-24.94,1091449@1740009691,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,42,2025/2/20,Slider,N,5.27,152.92,130.12,1361.61,1348,99,1:34,0.6,77.2,-6.4,,,30.9,33.6,2.15,1.14,1.52,-0.5,1.7298336,8.1,1091449@1740009671,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,43,2025/2/20,Fastball,N,-11.56,144.22,132.29,2316.31,1937.8,83.66,11:10,0.7,0,0,,,45.9,-19.8,1.78,0.28,1.55,-0.49,1.6284122,-33.22,1091449@1740009655,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
松田,44,2025/2/20,Fastball,N,63.58,75.31,133.27,2361,1930.8,81.78,11:08,0.8,67.4,-8.8,,,44.1,-20.2,4.41,-1.25,1.49,-0.53,1.7794876,-35.14,1091449@1740009638,RCEJOBBXXXXXX,,,,,,,,,,,,,,,-,-,untitled,-
